"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Earliest Priority Date,Title,Applicants,Inventors,Owners,URL,Document Type,Legal Status
616,CN,A,CN 113249282 A,173-581-186-577-387,2021-08-13,2021,CN 202110443722 A,2021-04-23,2021-04-23,Beta-elemene producing recombinant bacterium and construction method and application thereof,UNIV DALIAN,YU ZONGXIA;;FENG BAOMIN;;HUO JINYAN;;LU XUAN;;WANG HUIGUO;;CHU XIAOHUI;;WANG XIAOYU,,https://lens.org/173-581-186-577-387,Patent Application,PENDING
617,CN,A,CN 104263739 A,198-721-191-848-996,2015-01-07,2015,CN 201410526356 A,2014-10-08,2014-10-08,Nucleic acid molecule for encoding xylose translocator and xylose translocator encoded by nucleic acid molecule,UNIV SHANDONG,SHEN YU;;BAO XIAOMING;;HOU JIN;;WANG CHENGQIANG,,https://lens.org/198-721-191-848-996,Patent Application,DISCONTINUED
618,WO,A1,WO 2021/013708 A1,194-189-406-583-929,2021-01-28,2021,EP 2020070209 W,2020-07-16,2019-07-19,PRODUCTION OF FUCOSYLLACTOSE IN HOST CELLS,INBIOSE NV,BEAUPREZ JOERI;;LANNOO NAUSICAÄ;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/194-189-406-583-929,Patent Application,PENDING
619,WO,A2,WO 2004/090114 A2,010-948-243-242-645,2004-10-21,2004,US 2004/0009955 W,2004-03-31,2003-03-31,COMPOSITIONS AND METHODS OF USING A SYNTHETIC DNASE I,AMBION INC;;LATHAM GARY;;KEMPPAINEN JON,LATHAM GARY;;KEMPPAINEN JON,,https://lens.org/010-948-243-242-645,Patent Application,PENDING
620,CN,A,CN 113388558 A,188-108-872-208-750,2021-09-14,2021,CN 202010169653 A,2020-03-12,2020-03-12,High-yield IgG1 recombinant bacterium and construction method,UNIV TIANJIN,SONG HAO;;ZHANG JINHUA,,https://lens.org/188-108-872-208-750,Patent Application,PENDING
621,CN,A,CN 105624143 A,168-236-927-498-160,2016-06-01,2016,CN 201610088967 A,2016-02-17,2016-02-17,Method for substituting small DNA fragments for large DNA fragments by co-transformation,UNIV TIANJIN,YUAN YINGJIN;;XIE ZEXIONG;;WU YI;;LI BINGZHI;;WANG XIA,,https://lens.org/168-236-927-498-160,Patent Application,ACTIVE
622,WO,A1,WO 2022/152914 A1,191-813-156-533-087,2022-07-21,2022,EP 2022050918 W,2022-01-17,2021-01-18,CELLULAR PRODUCTION OF GLYCOSYLATED PRODUCTS,INBIOSE NV,BEAUPREZ JOERI;;DE MAESENEIRE SOFIE;;DE NIJS YATTI;;DELMULLE TOM,,https://lens.org/191-813-156-533-087,Patent Application,PENDING
623,CN,A,CN 109402160 A,187-934-617-257-57X,2019-03-01,2019,CN 201811361203 A,2018-11-15,2018-11-15,Agrobacterium tumefaciens-mediated colletotrichum gloeosporioide genetic transformation method,UNIV HUAZHONG AGRICULTURAL,SHU SHAOHUA;;CUI LINGLI,,https://lens.org/187-934-617-257-57X,Patent Application,DISCONTINUED
624,CA,A1,CA 3027127 A1,032-144-992-186-323,2017-12-14,2017,CA 3027127 A,2017-06-09,2016-06-10,SYSTEMS AND METHODS FOR AUTOMATED ANNOTATION AND SCREENING OF BIOLOGICAL SEQUENCES,TWIST BIOSCIENCE CORP,DIGGANS JAMES,,https://lens.org/032-144-992-186-323,Patent Application,PENDING
625,US,A1,US 2022/0411811 A1,034-399-626-584-169,2022-12-29,2022,US 202217849538 A,2022-06-24,2021-06-25,SYNTHETIC TOOLKIT FOR PLANT TRANSFORMATION,UNIV ILLINOIS,LU TING;;QIAN YUANCHAO;;KONG WENTAO,,https://lens.org/034-399-626-584-169,Patent Application,PENDING
626,CN,A,CN 112143729 A,157-499-901-734-191,2020-12-29,2020,CN 201910576458 A,2019-06-28,2019-06-28,Promoter for promoting RNA expression of phaffia rhodozyma and application thereof,QINGDAO INST BIOENERGY & BIOPROCESS TECH CAS,WANG SHI'AN;;ZHANG NING;;LI FULI,,https://lens.org/157-499-901-734-191,Patent Application,ACTIVE
627,WO,A1,WO 2022/034075 A1,174-073-069-912-807,2022-02-17,2022,EP 2021072269 W,2021-08-10,2020-08-10,PRODUCTION OF GLCNAC CONTAINING BIOPRODUCTS IN A CELL,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/174-073-069-912-807,Patent Application,PENDING
628,US,A1,US 2006/0228731 A1,054-421-376-184-798,2006-10-12,2006,US 36173906 A,2006-02-23,2003-03-31,Compositions and methods of using a synthetic DNase I,AMBION INC,LATHAM GARY;;KEMPPAINEN JON,APPLIED BIOSYSTEMS LLC (2008-11-21);;AMBION INC (2003-05-15);;APPLIED BIOSYSTEMS INC (2008-07-01),https://lens.org/054-421-376-184-798,Patent Application,DISCONTINUED
629,CN,A,CN 107857810 A,147-054-946-541-516,2018-03-30,2018,CN 201710728087 A,2012-06-21,2011-06-21,BINDING DOMAINS DIRECTED AGAINST GPCR:G PROTEIN COMPLEXES AND USES DERIVED THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN REGENTS,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SOREN;;GRANIER SEBASTIEN;;SUNAHARA ROGER,,https://lens.org/147-054-946-541-516,Patent Application,PENDING
630,TW,A,TW 202221129 A,021-890-135-514-332,2022-06-01,2022,TW 110129384 A,2021-08-10,2020-08-10,Cellular production of di- and/or oligosaccharides,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAA;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/021-890-135-514-332,Patent of Addition,PENDING
631,CN,A,CN 112852907 A,012-421-420-069-17X,2021-05-28,2021,CN 202010180523 A,2020-03-16,2020-03-16,Cephalosporin C producing strain as well as preparation method and application thereof,TIANJIN INST IND BIOTECHNOLOGY CAS,SUN ZHOUTONG;;YANG DAMENG,,https://lens.org/012-421-420-069-17X,Patent Application,ACTIVE
632,WO,A2,WO 2022/272119 A2,037-139-498-031-911,2022-12-29,2022,US 2022/0034977 W,2022-06-24,2021-06-25,SYNTHETIC TOOLKIT FOR PLANT TRANSFORMATION,UNIV ILLINOIS,LU TING;;QIAN YUANCHAO;;KONG WENTAO,,https://lens.org/037-139-498-031-911,Patent Application,PENDING
633,WO,A3,WO 2022/272119 A3,047-354-655-496-806,2023-02-02,2023,US 2022/0034977 W,2022-06-24,2021-06-25,SYNTHETIC TOOLKIT FOR PLANT TRANSFORMATION,UNIV ILLINOIS,LU TING;;QIAN YUANCHAO;;KONG WENTAO,,https://lens.org/047-354-655-496-806,Search Report,PENDING
634,AU,A1,AU 2020/317557 A1,069-329-303-299-538,2022-03-10,2022,AU 2020/317557 A,2020-07-16,2019-07-19,Production of fucosyllactose in host cells,INBIOSE NV,BEAUPREZ JOERI;;LANNOO NAUSICAÄ;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/069-329-303-299-538,Patent Application,PENDING
635,US,A1,US 2004/0219529 A1,187-331-079-440-277,2004-11-04,2004,US 42034503 A,2003-04-22,2003-03-31,Compositions and methods of using a synthetic DNase I,AMBION INC,LATHAM GARY;;KEMPPAINEN JON,APPLIED BIOSYSTEMS LLC (2008-11-21);;AMBION INC (2003-05-15);;APPLIED BIOSYSTEMS INC (2008-07-01),https://lens.org/187-331-079-440-277,Patent Application,EXPIRED
636,CA,A1,CA 3147502 A1,192-384-058-002-833,2021-01-28,2021,CA 3147502 A,2020-07-16,2019-07-19,PRODUCTION OF FUCOSYLLACTOSE IN HOST CELLS,INBIOSE NV,BEAUPREZ JOERI;;LANNOO NAUSICAA;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/192-384-058-002-833,Patent Application,PENDING
637,US,A1,US 2011/0318811 A1,021-384-367-166-152,2011-12-29,2011,US 201113103798 A,2011-05-09,2003-03-31,COMPOSITIONS AND METHODS OF USING A SYNTHETIC DNASE I,LATHAM GARY;;KEMPPAINEN JON;;APPLIED BIOSYSTEMS LLC,LATHAM GARY;;KEMPPAINEN JON,APPLIED BIOSYSTEMS LLC (2008-11-21);;AMBION INC (2003-05-16);;APPLERA CORPORATION (2005-12-24);;APPLIED BIOSYSTEMS INC (2008-07-01),https://lens.org/021-384-367-166-152,Patent Application,DISCONTINUED
638,CN,A,CN 115216464 A,035-517-504-182-429,2022-10-21,2022,CN 202110417823 A,2021-04-19,2021-04-19,Recombinant microorganism for obtaining alpha-farnesene and beta-farnesene and construction method thereof,WUHAN HESHENG TECH CO LTD,LIU TIANGANG;;YE ZILING;;SHI BIN;;HUANG YANGLEI;;KUANG ZHAOLIN;;LIN XIAOYING;;HUANG MAN;;MA TIAN,,https://lens.org/035-517-504-182-429,Patent Application,PENDING
639,CN,A,CN 113018288 A,106-236-495-870-440,2021-06-25,2021,CN 201911353216 A,2019-12-25,2019-12-25,Application of alpha-ketoglutaric acid in preparation of medicine,UNIV TONGJI,CUI LEI;;LI SHUAIJUN,,https://lens.org/106-236-495-870-440,Patent Application,PENDING
640,US,A1,US 2017/0357752 A1,125-818-157-766-906,2017-12-14,2017,US 201715619322 A,2017-06-09,2016-06-10,SYSTEMS AND METHODS FOR AUTOMATED ANNOTATION AND SCREENING OF BIOLOGICAL SEQUENCES,TWIST BIOSCIENCE CORP,DIGGANS JAMES,TWIST BIOSCIENCE CORPORATION (2018-04-25),https://lens.org/125-818-157-766-906,Patent Application,DISCONTINUED
641,US,A1,US 2019/0093096 A1,005-138-387-861-730,2019-03-28,2019,US 201715731991 A,2017-09-02,2017-04-10,COMOSAIN AND BROMELAINS AS IMMUNO-THERAPY IN THE TREATING AND/OR PREVENTING VARIOUS TYPES OF CANCER IN A MAMMAL,LIAO BENEDICT SCHUE,LIAO BENEDICT SCHUE,LIAO BENEDICT SCHUE (2019-11-18);;LIAO-LI FU-CHUN (2019-11-18);;LIAO ALEX BISMARK (2019-11-18);;LIAO AUSTIN LEWIS (2019-11-18);;LIAO BURTON ARTHUR (2019-11-18),https://lens.org/005-138-387-861-730,Patent Application,DISCONTINUED
642,RU,C1,RU 2259398 C1,109-003-705-990-857,2005-08-27,2005,RU 2003136419 A,2003-12-18,2003-12-18,SYNTHETIC OLIGONUCLEOTIDE PRIMERS AND METHOD FOR DETECTING CATTLE INFECTIOUS RHINOTRACHEITIS VIRUS DNA USING SPECIFIC OLIGONUCLEOTIDE PRIMERS IN POLYMERASE CHAIN REACTION (PCR),,GLOTOV A G;;KOTENEVA S V;;GLOTOVA T I;;NEKRASOVA N V;;SHULJAK A F,,https://lens.org/109-003-705-990-857,Granted Patent,INACTIVE
643,WO,A1,WO 2023/001294 A1,019-436-752-445-027,2023-01-26,2023,CN 2022107431 W,2022-07-22,2021-07-22,METHOD FOR PRODUCING GLUCOSE AND DERIVATIVES THEREOF BY MEANS OF BIOTRANSFORMATION WITH RECOMBINANT YEAST,SHENZHEN INST ADV TECH,YU TAO;;WU LIANGHUAN;;TANG HONGTING;;GUO SHUYUAN,,https://lens.org/019-436-752-445-027,Patent Application,PENDING
644,WO,A1,WO 2016/134478 A1,081-889-717-222-581,2016-09-01,2016,CA 2016050198 W,2016-02-25,2015-02-25,STRUCTURES AND METHODS OF MANUFACTURING STRUCTURES USING BIOLOGICAL BASED MATERIALS,CHURCH RYAN,CHURCH RYAN,,https://lens.org/081-889-717-222-581,Patent Application,PENDING
645,CN,A,CN 114605495 A,151-688-806-255-269,2022-06-10,2022,CN 202210417150 A,2022-04-20,2022-04-20,Synthetic method of milk tetrapeptide,GUANGZHOU XIANJI BIOTECHNOLOGY CO LTD,JIANG AO;;ZHANG ZHIQIAN;;WU YIRUI;;LIU LIHUA;;HU YUCHENG;;WANG HAIMEI;;WANG JIAPENG,,https://lens.org/151-688-806-255-269,Patent Application,PENDING
646,WO,A9,WO 2023/001294 A9,049-523-806-046-317,2023-03-09,2023,CN 2022107431 W,2022-07-22,2021-07-22,METHOD FOR PRODUCING GLUCOSE AND DERIVATIVES THEREOF BY MEANS OF BIOTRANSFORMATION WITH RECOMBINANT YEAST,SHENZHEN INST ADV TECH,YU TAO;;WU LIANGHUAN;;TANG HONGTING;;GUO SHUYUAN,,https://lens.org/049-523-806-046-317,Search Report,PENDING
647,CN,A,CN 109929870 A,124-120-836-650-963,2019-06-25,2019,CN 201910126150 A,2019-02-20,2019-02-20,Application of glycometabolism and lipid metabolism for improving synthetic yield of fatty acid derivatives by yarrowia,UNIV TIANJIN,YUAN YINGJIN;;ZHANG JINLAI;;CAO YINGXIU;;JIN CONGCONG;;BAI QIUYAN;;ZHANG RUOSI;;PENG YANGZI;;LIU DUO,,https://lens.org/124-120-836-650-963,Patent Application,ACTIVE
648,CN,A,CN 103127501 A,150-541-083-195-246,2013-06-05,2013,CN 201310100878 A,2013-03-27,2013-03-27,Artificial synthetic adjuvant for avian influenza intranasal immunization,UNIV NANJING AGRICULTURAL,YANG QIAN;;FU JIA;;YU QINGHUA,,https://lens.org/150-541-083-195-246,Patent Application,DISCONTINUED
649,CN,A,CN 110270694 A,011-306-146-314-645,2019-09-24,2019,CN 201910653686 A,2019-07-19,2019-07-19,Synthetic method of circular polarization light-promoting chiral optical activity enhanced nanometer material,UNIV JIANGNAN,XU CHUANLAI;;WANG XIUXIU;;KUANG HUA;;XU LIGUANG;;MA WEI;;LIU LIQIANG;;WU XIAOLING;;SONG SHANSHAN;;HU YONGMING,,https://lens.org/011-306-146-314-645,Patent Application,ACTIVE
650,WO,A2,WO 2011/050049 A2,151-228-737-089-596,2011-04-28,2011,US 2010/0053357 W,2010-10-20,2009-10-21,"DELIVERY SYSTEMS FOR BRACHYTHERAPY, AND ASSOCIATED METHODS",UNIV NORTH CAROLINA;;WANG ZHUANG;;WERNER MICHAEL EDWARD;;BYRNE JAMES DONALD;;CHEN RONALD CHINGYUN;;KARVE SHRIRANG SHRIKANT;;DESIMONE JOSEPH,WANG ZHUANG;;WERNER MICHAEL EDWARD;;BYRNE JAMES DONALD;;CHEN RONALD CHINGYUN;;KARVE SHRIRANG SHRIKANT;;DESIMONE JOSEPH,,https://lens.org/151-228-737-089-596,Patent Application,PENDING
651,CN,C,CN 1065916 C,142-102-943-316-008,2001-05-16,2001,CN 91101978 A,1991-01-31,1990-01-31,"Polypeptides relating biology synthetic cobalamins and/or cobamides, coding DNA sequence of polypeptides, process for preparing them and use",RHONE POULENC BIOCHIMIE,FRANCIS BLANCHE;;BEATRICE CAMERON;;JOEL CROUZET,AVENTIS PHARMA S.A. (2005-01-05),https://lens.org/142-102-943-316-008,Granted Patent,EXPIRED
652,CN,A,CN 112852849 A,104-175-361-004-29X,2021-05-28,2021,CN 202010042733 A,2020-01-15,2019-12-31,System for seamless assembly of large-fragment DNA and assembly method thereof,HUBEI BIORUN SYNTHETIC BIOLOGICAL TECH CO LTD,LI YANG;;YI LIANGHUA,,https://lens.org/104-175-361-004-29X,Patent Application,ACTIVE
653,CN,A,CN 1054799 A,078-161-247-154-018,1991-09-25,1991,CN 91101978 A,1991-01-31,1990-01-31,"POLYPEPTIDES RELATING BIOLOGY SYNTHETIC COBALAMINS AND/OR COBAMIDES, CODING DNA SEQUENCE OF POLYPEPTIDES, PROCESS FOR PREPARING THEM AND USE",RHONE POULENC BIOCHIMIE,FRANCIS BLANCHE;;BEATRICE CAMERON;;JOEL CROUZET,AVENTIS PHARMA S.A. (2005-01-05),https://lens.org/078-161-247-154-018,Patent Application,EXPIRED
654,CN,A,CN 107841510 A,010-954-398-563-743,2018-03-27,2018,CN 201610833323 A,2016-09-20,2016-09-20,Method for controlling expression ratio of different genes through prokaryotic cell post-transcriptional level,QINGDAO INST BIOENERGY & BIOPROCESS TECH CAS,XU CHENGGANG;;WANG YILIN;;TENG LIN;;XU JIAN,,https://lens.org/010-954-398-563-743,Patent Application,ACTIVE
655,CN,A,CN 106424753 A,057-250-035-325-017,2017-02-22,2017,CN 201610895760 A,2016-10-14,2016-10-14,Preparation and application of MnO2-Ag nanocomposite,UNIV QUANZHOU NORMAL,YANG DAPENG;;WEI JIN;;LIU MINGHUAN,,https://lens.org/057-250-035-325-017,Patent Application,ACTIVE
656,CN,A,CN 110590679 A,088-568-876-047-810,2019-12-20,2019,CN 201910919814 A,2019-09-26,2019-09-26,Method for synthesizing 5-substituted barbituric acid derivative under catalysis of rare earth chloride,SHANGHAI URBAN CONSTRUCTION VOCATIONAL COLLEGE,LIU JINBAO;;YAO ZIJIAN;;XUE YUAN,,https://lens.org/088-568-876-047-810,Patent Application,PENDING
657,AU,B2,AU 2012/273987 B2,079-163-734-562-313,2017-01-05,2017,AU 2012/273987 A,2012-06-21,2011-06-21,Binding domains directed against GPCR:G protein complexes and uses derived thereof,UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN REGENTS;;VIB VZW;;UNIV BRUSSEL VRIJE,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SOREN;;GRANIER SEBASTIEN;;SUNAHARA ROGER K,,https://lens.org/079-163-734-562-313,Granted Patent,ACTIVE
658,CA,A1,CA 3079745 A1,161-131-129-646-303,2021-10-28,2021,CA 3079745 A,2020-04-28,2020-04-28,CONTAINER CLOSURE DEVICE AND METHOD OF OPERATING THE SAME,ATKINS NUCLEAR SECURED HOLDINGS CORP,CRAWFORD GORDON;;RICHARDSON JOHN,,https://lens.org/161-131-129-646-303,Patent Application,PENDING
659,CN,U,CN 202665993 U,156-385-453-846-736,2013-01-16,2013,CN 201220229010 U,2012-05-21,2012-05-21,Medical big-head rubber plug,TAIZHOU KANGLONG PHARMACEUTICAL PACKAGING CO LTD,LIN TAIFANG,,https://lens.org/156-385-453-846-736,Limited Patent,EXPIRED
660,CN,A,CN 113215118 A,113-994-137-489-101,2021-08-06,2021,CN 202110490872 A,2021-05-06,2021-05-06,"Neoxanthin synthetase, coding gene therefor and application",QINGDAO INST BIOENERGY & BIOPROCESS TECH CAS,SUI JIKANG;;WANG HUI;;LIU TIANZHONG,,https://lens.org/113-994-137-489-101,Patent Application,PENDING
661,CN,A,CN 111304105 A,019-185-097-756-772,2020-06-19,2020,CN 202010125659 A,2020-02-27,2020-02-27,Genetically engineered bacterium for producing lipase by using methanol and xylose co-substrate and application of genetically engineered bacterium,UNIV NANJING TECH,ZHANG WENMING;;JIANG MIN;;YANG QIAO;;XIN FENGXUE;;MA JIANGFENG;;LI YAN;;DONG WEILIANG;;ZHOU JIE,,https://lens.org/019-185-097-756-772,Patent Application,ACTIVE
662,US,A1,US 2017/0253644 A1,103-561-299-485-692,2017-09-07,2017,US 201715583540 A,2017-05-01,2011-06-21,BINDING DOMAINS DIRECTED AGAINST GPCR:G PROTEIN COMPLEXES AND USES DERIVED THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN REGENTS,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SOREN G F;;GRANIER SEBASTIEN;;SUNAHARA ROGER K,VIB VZW (2014-04-30);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2014-05-01);;VRIJE UNIVERSITEIT BRUSSEL (2014-04-30);;THE REGENTS OF THE UNIVERSITY OF MICHIGAN (2014-06-04),https://lens.org/103-561-299-485-692,Patent Application,ACTIVE
663,WO,A2,WO 2012/175643 A2,124-645-689-843-408,2012-12-27,2012,EP 2012062036 W,2012-06-21,2011-06-21,BINDING DOMAINS DIRECTED AGAINST GPCR:G PROTEIN COMPLEXES AND USES DERIVED THEREOF,VIB VZW;;UNIV BRUXELLES;;UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN;;STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SOEREN;;GRANIER SEBASTIEN;;SUNAHARA ROGER K,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SOEREN;;GRANIER SEBASTIEN;;SUNAHARA ROGER K,,https://lens.org/124-645-689-843-408,Patent Application,PENDING
664,CN,A,CN 111363753 A,036-206-649-636-573,2020-07-03,2020,CN 201811597099 A,2018-12-26,2018-12-26,Method for heterologous production of linear triterpenes,UNIV SHANGHAI JIAOTONG,XIAO HAN;;SHEN YING;;SONG XIN,,https://lens.org/036-206-649-636-573,Patent Application,ACTIVE
665,CN,A,CN 104053667 A,064-124-414-454-755,2014-09-17,2014,CN 201280040585 A,2012-06-21,2011-06-21,Binding Domains Directed Against Gpcr:G Protein Complexes And Uses Derived Thereof,VIB VZW;;UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN;;UNIV BRUXELLES,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SOREN;;GRANIER SEBASTIEN;;SUNAHARA ROGER,,https://lens.org/064-124-414-454-755,Patent Application,ACTIVE
666,KR,A,KR 20200094115 A,097-135-312-691-136,2020-08-06,2020,KR 20200010533 A,2020-01-29,2019-01-29,Riboswitch sensor containing transcriptional repressor and toehold switch,POSTECH RES & BUSINESS DEV FOUND,JUNG GYOO YEOL;;KIM JONG MIN;;HWANG YUN HEE;;KIM SEONG GYEONG;;JANG SUNG HO;;JANG SUNG YEON,,https://lens.org/097-135-312-691-136,Patent Application,DISCONTINUED
667,US,A1,US 2021/0180075 A1,112-708-652-545-247,2021-06-17,2021,US 201716759750 A,2017-11-08,2017-11-08,Blue-grained genes in wheat and application thereof,UNIV CAPITAL NORMAL;;FRONTIER LABORATORIES OF SYSTEMS CROP DESIGN CO LTD;;PEKING UNIV INSTITUTE OF ADVANCED AGRICULTURAL SCIENCES,MA LIGENG;;WANG ZHENG;;CHEN ZHUO;;HENG YANFANG;;DENG XINGWANG,BEIJING NEXT GENERATION HYBRID WHEAT BIOTECHNOLOGY CO. LTD (2021-06-16),https://lens.org/112-708-652-545-247,Patent Application,ACTIVE
668,CN,A,CN 113906144 A,198-934-837-776-67X,2022-01-07,2022,CN 202080040816 A,2020-06-04,2019-06-04,OPTIMAL CHROMOSOMAL INSERTION LOCI,INBIOSE NV,BEAUPREZ JOERI;;COUSSEMENT PIETER;;DE MAESENEIRE SOFIE;;GOORMANS ANKE;;PETERS GERT;;SNOECK NICO;;VAN HERPE DRIES,,https://lens.org/198-934-837-776-67X,Patent Application,PENDING
669,CN,A,CN 114466934 A,164-685-742-400-727,2022-05-10,2022,CN 202080051719 A,2020-07-16,2019-07-19,Production of fucosyllactose in host cells,INBISES COMPANY,BEAUPREZ JORDI;;RANNOW NEIL;;VAN DE WALLE KAREL;;VERCAUTEREN ANNELIES,,https://lens.org/164-685-742-400-727,Patent Application,PENDING
670,US,B2,US 9695227 B2,043-145-529-534-676,2017-07-04,2017,US 201214129100 A,2012-06-21,2011-06-21,Binding domains directed against GPCR:G protein complexes and uses derived thereof,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SØREN;;GRANIER SEBASTIAN;;SUNAHARA ROGER K;;UNIV BRUSSEL VRIJE;;VIB VZW;;UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN REGENTS,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SØREN;;GRANIER SEBASTIAN;;SUNAHARA ROGER K,VIB VZW (2014-04-30);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2014-05-01);;VRIJE UNIVERSITEIT BRUSSEL (2014-04-30);;THE REGENTS OF THE UNIVERSITY OF MICHIGAN (2014-06-04),https://lens.org/043-145-529-534-676,Granted Patent,ACTIVE
671,US,A1,US 2016/0137693 A1,183-705-869-004-064,2016-05-19,2016,US 201414902375 A,2014-06-20,2013-07-03,"PEPTIDE NUCLEIC ACID PROBE (PNA), KIT AND METHOD FOR DETECTION OF ASPERGILLUS FUMIGATUS AND APPLICATIONS THEREOF",UNIV DO MINHO;;UNIV DO PORTO;;BIOMODE BIOMOLECULAR DETERMINATION S A;;CHROMOPERFORMANCE S A,CERQUEIRA LAURA ISABEL MACIEIRA;;ALMEIDA CARINA MANUELA FEMANDES;;DE OLIVEIRA AZEVEDO NUNO FILIPE RIBEIRO PINTO;;DA COSTA VIEIRA MARIA JOAO LOPES,UNIVERSIDADE DO PORTO (2016-01-08);;CHROMOPERFORMANCE S.A (2016-01-08);;UNIVERSIDADE DO MINHO (2016-01-08),https://lens.org/183-705-869-004-064,Patent Application,DISCONTINUED
672,US,A1,US 2014/0275487 A1,186-406-808-649-124,2014-09-18,2014,US 201214129100 A,2012-06-21,2011-06-21,BINDING DOMAINS DIRECTED AGAINST GPCR:G PROTEIN COMPLEXES AND USES DERIVED THEREOF,VIB VZW;;UNIV BRUXELLES;;UNIV LELAND STANFORD JUNIOR;;UNIV MICHIGAN,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;RASMUSSEN SØREN;;GRANIER SÉBASTIEN;;SUNAHARA ROGER K,VIB VZW (2014-04-30);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2014-05-01);;VRIJE UNIVERSITEIT BRUSSEL (2014-04-30);;THE REGENTS OF THE UNIVERSITY OF MICHIGAN (2014-06-04),https://lens.org/186-406-808-649-124,Patent Application,ACTIVE
673,MX,A,MX 2020009697 A,006-366-174-272-714,2020-11-24,2020,MX 2020009697 A,2020-09-18,2020-09-18,"METHOD FOR PERSONALIZED VISUALIZATION OF THE EFFECT AND ECONOMIC, SOCIAL, AND BIOLOGICAL VALUE IN PARALLEL OF THE ACTIVE INGREDIENTS AND/OR FORMULATIONS IN THE PLANNED AND/OR APPROVED MEDICINE CONSUMED BY PATIENTS, PRESCRIBED BY PHARMACY PROFESSIONALS, AND PREPARED BY THE INDUSTRY.",CARLOS DANIEL VASQUEZ OCHOA,VASQUEZ OCHOA CARLOS DANIEL,,https://lens.org/006-366-174-272-714,Patent Application,PENDING
674,WO,A1,WO 2022/034081 A1,138-066-987-679-994,2022-02-17,2022,EP 2021072275 W,2021-08-10,2020-08-10,CELLULAR PRODUCTION OF DI- AND/OR OLIGOSACCHARIDES,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/138-066-987-679-994,Patent Application,PENDING
675,CN,A,CN 105510580 A,079-823-622-826-899,2016-04-20,2016,CN 201510866489 A,2015-12-01,2015-12-01,Polypeptide-ELISA (enzyme-linked immunosorbent assay) kit for detecting specific antibody of N (nucleocapsid) protein of SFTSV (severe fever with thrombocytopenia syndrome virus),ZHEJIANG PUKANG BIOTECHNOLOGY CO LTD,LUO YONGNENG;;GAO MENG;;SUN PEIBEI;;JIANG LIMIN;;CHEN JUN;;GU CHUNYAN;;ZHANG FENG;;NI HONGXIA;;MAO ZIAN,,https://lens.org/079-823-622-826-899,Patent Application,ACTIVE
